,Adm_Year,Gender,Age,HSC_Pass_Year,Program,Merit_Scholarship,Uni_Transport,Learn_Mode,Smartphone,PC,Eng_Proficiency,Probation,Suspension,Do you attend in teacher consultancy for any kind of academical problems? ,Relationship,CoCurricular,Living_Arrangement,Health_Issues,Physical_Disabilities,Target,Curr_Sem1,Study_Hours1,Study_Sessions1,SM_Hours1,Avg_Attendance1,Skills1,Skill_Dev_Hours1,Interest_Area1,Prev_SGPA1,Curr_CGPA1,Completed_Credits1,Diploma,Family_Income1
247,2021.0,Female,19.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,Yes,Yes,Good,2.0,3.5,2.0,2.0,98.0,Programming,2.0,Data Science,3.37,3.39,11,False,25000.0
249,2022.0,Male,19.0,2020.0,BCSE,Yes,No,Offline,Yes,No,Basic,No,No,No,Single,No,Family,No,No,Good,2022.0,5.0,3.0,3.0,95.0,"Programming, Microsoft Excel",2.0,Networking,4.5,3.39,85.0,False,30000.0
250,2022.0,Male,20.0,2021.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,No,No,Poor,1.0,2.6666666666666665,1.0,1.0,100.0,"Software Development skill,",2.0,Data Science,0.0,0.0,0,False,150000.0
252,2017.0,Female,23.0,2016.0,BCSE,No,No,Online,Yes,Yes,Basic,No,No,Yes,Married,No,Family,No,No,Average,14.0,3.5,2.0,3.0,90.0,Software Development skill,2.0,Software,2.79,2.84,133,False,30000.0
253,2021.0,Male,21.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Good,3.0,5.5,3.5,3.0,95.0,Programming,1.0,Artificial Intelligence,3.52,3.65,23,False,25000.0
254,2021.0,Male,21.0,2020.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,3.0,1.5,2.0,2.0,90.0,Web development skill(Frontend),1.0,Artificial Intelligence,3.85,3.79,35,False,35000.0
255,2019.0,Female,23.0,2018.0,BCSE,Yes,No,Online,Yes,Yes,Advance,Yes,No,No,Married,Yes,Bachelor,Yes,No,Poor,11.0,4.0,2.0,5.0,70.0,Cyber security,2.0,UI/UX,3.01,2.89,120,False,90000.0
256,2021.0,Female,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,In a relationship,No,Family,No,No,Average,3.0,3.5,2.0,2.0,90.0,Programming,2.0,Networking,3.18,3.18,24,False,80000.0
257,2021.0,Male,19.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Average,3.0,5.0,10.0,5.0,100.0,"Programming, Web development",2.0,Data Science,3.72,3.89,26,False,60000.0
258,2021.0,Female,21.0,2020.0,BCSE,Yes,Yes,Online,Yes,No,Intermediate,No,No,Yes,Single,No,Family,Yes,No,Poor,5.0,3.5,2.0,10.0,70.0,Programming,3.0,Software,2.8,2.9,40,False,500000.0
259,2021.0,Male,21.0,2020.0,BCSE,Yes,No,Online,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Good,3.0,2.0,2.0,3.0,90.0,Programming,1.0,Software,3.42,3.56,23,False,50000.0
260,2021.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Poor,2022.0,3.5,2.0,3.0,85.0,Programming,1.0,Software,2.49,3.03,25,False,40000.0
261,2021.0,Female,19.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,3.0,2.0,1.0,3.0,95.0,Programming,1.0,Data Science,4.59,4.67,23,False,100000.0
262,2021.0,Female,22.0,2017.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,Yes,No,Good,5.0,3.0,2.0,2.0,90.0,Programming,1.0,Software,3.86,3.67,49,False,20000.0
263,2022.0,Male,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Family,No,No,Poor,1.0,3.5,1.0,1.0,100.0,Programming,1.0,Data Science,0.0,0.0,0,False,30000.0
264,2021.0,Male,21.0,2020.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,No,No,Good,5.0,6.0,3.5,2.0,90.0,"Programming, Software Development",2.0,Machine Learning / Deep Learning,3.82,3.7,55,False,50000.0
265,2021.0,Male,21.0,2019.0,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,3.0,2.0,1.0,2.0,75.0,"Programming, Designing(Photoshop), video",1.0,Data Science,3.58,3.1,23,False,40000.0
266,2021.0,Male,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Average,5.0,5.5,2.0,2.0,98.0,Programming,2.0,Software,2.57,2.8,45,False,30000.0
267,2021.0,Male,22.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Bachelor,Yes,No,Excellent,3.0,5.0,2.0,2.0,95.0,"Programming, Mentoring",2.0,Data Science,3.86,3.92,23,False,40000.0
268,2022.0,Male,22.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,2.0,3.0,1.0,3.0,80.0,Programming,1.0,UI/UX,4.0,0.0,11,False,40000.0
270,2020.0,Male,23.0,2018.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Bachelor,No,No,Average,6.0,1.0,2.0,2.0,90.0,Programming,1.0,Data Science,3.1,3.4,65,False,40000.0
272,2021.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,Yes,No,Average,3.0,1.0,2.0,1.0,95.0,Programming,1.0,Networking,3.68,3.65,24,False,45000.0
273,2022.0,Female,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Poor,2.0,7.0,2.0,3.0,2.0,Programming,0.0,Software,3.4,3.4,11,False,40000.0
275,2021.0,Male,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Family,Yes,No,Poor,3.0,4.0,2.0,2.0,70.0,Programming,2.0,Artificial Intelligence,2.45,2.95,25,False,50000.0
276,2015.0,Female,25.0,2015.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Married,No,Family,No,No,Poor,14.0,2.5,2.0,3.0,80.0,Software Development skill,1.0,Software,2.4,2.89,130,False,25000.0
277,2021.0,Female,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Married,Yes,Family,No,No,Good,3.0,4.5,2.0,1.0,99.0,Programming,3.0,Software,3.47,3.2,23,False,50000.0
278,2019.0,Male,21.0,2018.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Average,11.0,1.0,1.0,1.0,100.0,"Programming, Web development",1.0,Networking,2.53,3.05,115,False,37000.0
279,2021.0,Female,23.0,2019.0,BCSE,Yes,Yes,Offline,Yes,No,Basic,Yes,No,Yes,Single,Yes,Family,Yes,No,Poor,3.0,1.0,1.0,3.0,100.0,Photographey,1.0,Software,2.56,2.72,26,False,45000.0
281,2020.0,Male,20.0,2019.0,BCSE,No,No,Online,Yes,Yes,Basic,Yes,No,No,Single,Yes,Family,No,No,Poor,7.0,2.5,2.0,1.0,80.0,I do not,2.0,Data Science,2.36,2.56,65,False,35000.0
285,2021.0,Female,20.0,2020.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,Yes,Poor,3.0,2.5,2.0,1.0,90.0,Programming,1.0,Networking,3.19,2.73,24,False,40000.0
287,2019.0,Female,22.0,2018.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Average,11.0,6.0,3.0,2.0,98.0,Programming,2.0,Machine Learning / Deep Learning,3.1,3.07,107,False,60000.0
288,2021.0,Male,21.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,No,No,Average,3.0,4.5,2.0,5.0,95.0,Programming,2.0,Networking,3.28,3.0,25,False,70000.0
289,2022.0,Female,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Poor,1.0,1.5,2.0,2.0,100.0,Programming,0.0,Software,0.0,0.0,11,False,35000.0
290,2022.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,No,No,Good,2.0,5.0,2.0,3.0,90.0,"Programming, Cyber security,",1.0,Networking,3.6,3.6,14,False,10000.0
291,2021.0,Female,21.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Good,3.0,3.5,1.0,1.0,90.0,"Programming, Web development",1.0,Networking,3.75,3.7,24,False,50000.0
292,2021.0,Male,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,No,No,Average,4.0,1.0,1.0,3.0,90.0,"Programming, Web development",2.0,Machine Learning / Deep Learning,3.85,3.92,34,False,40000.0
293,2021.0,Female,20.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Poor,8.0,3.5,2.0,2.0,90.0,Programming,1.0,Machine Learning / Deep Learning,2.68,2.68,23,False,100000.0
294,2021.0,Female,21.0,2020.0,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Average,2.0,3.0,2.0,1.0,99.0,Programming,3.0,Software,3.18,3.18,11,False,20000.0
295,2019.0,Female,24.0,2018.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Married,No,Family,No,No,Good,11.0,2.0,1.0,1.0,90.0,Web development skill(Frontend),2.0,Data Science,3.39,3.4,128,True,5000.0
296,2021.0,Female,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,Yes,No,Good,22.0,3.5,1.0,4.0,100.0,Programming,1.0,Software,2.98,3.38,25,False,60000.0
297,2021.0,Female,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Family,No,No,Good,2.0,9.0,2.0,3.0,97.0,Programming,5.0,Software,3.7,3.39,23,False,50000.0
298,2018.0,Female,23.0,2017.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,Yes,No,Yes,Married,No,Family,No,No,Average,14.0,1.0,2.0,2.0,80.0,Programming,2.0,Machine Learning / Deep Learning,3.25,2.95,130,False,40000.0
299,2021.0,Male,19.0,2020.0,BCSE,No,Yes,Online,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Good,3.0,2.5,1.0,3.0,95.0,Programming,1.0,Software,3.03,3.21,25,False,30000.0
300,2021.0,Female,22.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Average,5.0,2.0,2.0,3.0,95.0,Programming,1.0,Software,3.1,3.18,48,False,50000.0
301,2022.0,Female,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,2.0,2.0,1.0,3.0,98.0,Programming,1.0,Artificial Intelligence,3.7,3.7,12,False,120000.0
302,2022.0,Male,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,Yes,Family,No,No,Poor,2.0,9.0,8.0,6.0,70.0,Programming,4.0,Software,4.0,4.0,12,False,30000.0
303,2021.0,Male,19.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Average,3.0,1.5,2.0,2.0,85.0,"Programming, Software Development",1.0,Software,3.18,3.45,23,False,40000.0
304,2021.0,Female,19.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Good,3.0,3.0,2.0,3.0,100.0,Programming,1.0,Software,3.61,3.74,25,False,40000.0
305,2021.0,Male,22.0,2017.0,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,3.0,2.0,1.0,0.0,70.0,Programming,1.0,Machine Learning / Deep Learning,3.01,3.22,23,False,70000.0
306,2021.0,Female,21.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,Yes,No,Average,3.0,2.0,2.0,5.0,80.0,Programming,2.0,Artificial Intelligence,3.26,3.36,23,False,40000.0
307,2016.0,Male,25.0,2016.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,No,No,Average,19.0,1.0,1.0,2.0,100.0,"Web development skill(Frontend),",2.0,Data Science,3.6,3.72,130,False,300000.0
308,2021.0,Male,20.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,Yes,No,Average,3.0,2.0,3.0,3.0,100.0,Programming,2.0,Artificial Intelligence,3.12,3.01,23,False,50000.0
309,2022.0,Female,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,No,No,Excellent,1.0,4.0,2.0,2.0,100.0,Software Development skill,2.0,Networking,5.0,3.93,11,False,50000.0
310,2021.0,Male,20.0,2020.0,BCSE,Yes,No,Online,Yes,Yes,Advance,Yes,No,No,Single,Yes,Bachelor,No,No,Poor,3.0,5.5,2.0,6.0,95.0,Programming,1.0,Artificial Intelligence,3.0,3.55,23,False,150000.0
311,2019.0,Male,24.0,2018.0,BCSE,No,No,Online,Yes,Yes,Basic,Yes,No,Yes,Single,Yes,Family,No,No,Poor,9.0,1.0,2.0,3.0,95.0,"Programming, Web development",20.0,Data Science,1.61,2.44,40,False,25000.0
312,2020.0,Male,22.0,2018.0,BCSE,Yes,Yes,Online,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Average,6.0,1.0,1.0,3.0,80.0,Web development skill(Frontend),1.0,Software,2.79,3.15,50,False,40000.0
313,2021.0,Female,22.0,2020.0,BCSE,No,No,Offline,Yes,No,Intermediate,No,No,No,Single,No,Bachelor,No,No,Good,22.0,2.0,1.0,3.0,98.0,Programming,2.0,Software,3.83,3.4,25,False,40000.0
314,2018.0,Male,26.0,2018.0,BCSE,Yes,Yes,Online,Yes,Yes,Advance,No,No,Yes,Single,No,Family,No,No,Good,12.0,3.0,1.0,2.0,100.0,"Web development skill(Frontend),",3.0,Networking,3.58,3.27,130,True,25000.0
315,2021.0,Female,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Average,3.0,3.5,1.0,4.0,100.0,Web development skill(Backend),2.0,Networking,3.39,3.19,25,False,70000.0
316,2021.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Good,3.0,3.5,2.0,2.0,100.0,"Programming, Web development",2.0,Networking,3.38,3.37,23,False,25000.0
317,2021.0,Female,19.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,Yes,No,Average,3.0,3.5,2.0,1.0,100.0,Web development skill(Backend),1.0,Data Science,3.03,3.15,23,False,30000.0
319,2021.0,Male,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Average,3.0,1.5,1.0,1.0,95.0,Programming,2.0,Networking,3.65,3.7,25,False,40000.0
320,2019.0,Female,22.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,Yes,No,Poor,9.0,3.5,1.0,2.0,80.0,Web development skill(Frontend),1.0,Machine Learning / Deep Learning,3.18,2.69,80,False,30000.0
321,2022.0,Male,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Family,No,No,Good,2.0,3.0,2.0,2.0,100.0,Programming,2.0,Networking,3.78,3.39,11,False,30000.0
322,2020.0,Male,24.0,2017.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Family,No,No,Poor,8.0,1.0,1.0,4.0,70.0,"Programming, Mechine Learning",3.0,Data Science,2.56,3.38,90,False,30000.0
323,2021.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,No,Yes,Basic,No,No,No,Single,No,Family,Yes,No,Poor,3.0,2.0,2.0,12.0,90.0,learner,0.0,Data Science,2.94,3.1,24,False,45000.0
324,2021.0,Female,19.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Family,No,No,Poor,3.0,3.5,2.5,4.0,100.0,Programming,2.0,Networking,2.36,2.88,23,False,80000.0
325,2022.0,Male,21.0,2021.0,BCSE,Yes,No,Online,Yes,No,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,2.0,3.0,2.0,5.0,100.0,Programming,2.0,Software,3.8,3.8,11,False,30000.0
326,2021.0,Male,22.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,Yes,No,No,Single,No,Bachelor,No,No,Poor,3.0,0.0,0.0,15.0,80.0,Programming,0.0,Software,1.53,2.43,23,False,30000.0
327,2020.0,Female,21.0,2019.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Family,No,No,Average,7.0,2.5,2.0,5.0,80.0,"Programming, Web development",3.0,UI/UX,3.0,2.91,90,False,35000.0
328,2021.0,Female,20.0,2020.0,BCSE,No,Yes,Offline,Yes,No,Basic,No,No,Yes,Single,Yes,Family,No,No,Poor,3.0,2.0,1.0,5.0,80.0,Programming,1.0,Software,2.32,2.66,23,False,40000.0
330,2021.0,Female,21.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,In a relationship,Yes,Family,Yes,No,Poor,3.0,0.0,0.0,12.0,50.0,No skill,0.0,Networking,3.37,3.39,85.0,False,20000.0
331,2021.0,Female,22.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,No,Average,3.0,2.0,1.0,3.0,100.0,Web development skill(Backend),1.0,Machine Learning / Deep Learning,2.89,3.37,24,False,50000.0
332,2021.0,Female,21.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Good,3.0,2.0,3.0,2.0,90.0,Programming,2.0,Software,3.17,3.39,24,False,40000.0
333,2021.0,Female,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,Yes,No,No,Single,No,Family,Yes,No,Poor,3.0,2.0,2.0,5.0,100.0,Programming,2.0,Software,2.26,2.31,20,False,35000.0
334,2022.0,Female,21.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Good,2.0,5.0,2.0,2.0,99.0,Programming,1.0,Networking,3.65,3.65,12,False,35000.0
335,2021.0,Female,22.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,3.0,2.5,1.0,5.0,96.0,Programming,2.0,Machine Learning / Deep Learning,3.03,3.02,25,False,49000.0
336,2020.0,Male,22.0,2018.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,Yes,No,Average,2022.0,2.5,2.0,4.0,80.0,"Web development skill(Backend),",0.0,Data Science,3.93,3.44,53,False,15000.0
337,2019.0,Female,22.0,2018.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Family,No,No,Average,9.0,4.0,3.0,2.0,80.0,Programming,2.0,Data Science,3.0,3.09,105,False,2000000.0
338,2022.0,Female,20.0,2021.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Poor,1.0,2.0,2.0,3.0,98.0,"Programming, Software Development",0.0,Networking,0.0,0.0,0,False,20000.0
339,2022.0,Male,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,No,No,Good,2.0,8.0,4.0,2.0,95.0,Programming,2.0,"Software, Hardware",3.45,3.45,11,False,30000.0
340,2021.0,Female,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Average,3.0,3.5,2.0,1.0,100.0,Programming,1.0,Software,2.94,3.03,23,False,25000.0
341,2021.0,Male,21.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Family,No,No,Excellent,3.0,8.5,2.0,1.0,100.0,Programming,3.0,Software,3.93,3.95,25,False,50000.0
342,2021.0,Male,21.0,2019.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,Yes,No,Average,3.0,1.0,1.0,2.0,85.0,Programming,2.0,Data Science,3.86,3.84,24,False,50000.0
343,2022.0,Male,20.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Family,No,No,Average,3.0,4.0,2.0,2.0,100.0,Programming,1.0,Data Science,2.93,2.84,26,False,30000.0
344,2021.0,Male,20.0,2020.0,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Average,4.0,7.5,2.0,1.0,80.0,Programming,2.0,Software,3.06,3.08,36,False,6500.0
346,2020.0,Female,21.0,2018.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Excellent,8.0,3.3475298126064734,0.0,3.0,100.0,Programming,4.0,Software,3.92,3.94,60,False,50000.0
347,2021.0,Male,21.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,No,No,Good,3.0,2.0,1.0,2.0,98.0,"Programming, Web development",1.0,Software,3.17,3.53,25,False,30000.0
348,2022.0,Female,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Good,2022.0,2.0,2.0,3.0,95.0,Programming,1.0,Software,3.63,3.39,11,False,35000.0
349,2021.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Excellent,3.0,8.0,2.0,2.0,98.0,Programming,2.0,Data Science,3.98,3.86,23,False,20000.0
350,2021.0,Female,21.0,2020.0,BCSE,No,Yes,Offline,Yes,No,Intermediate,Yes,No,Yes,Single,Yes,Family,No,No,Average,4.0,6.0,1.0,2.0,97.0,Programming,3.0,Software,3.39,2.8,20,False,40000.0
351,2021.0,Female,18.0,2020.0,BCSE,Yes,No,Online,Yes,No,Intermediate,No,No,No,Engaged,No,Bachelor,Yes,No,Good,2.0,2.0,2.0,3.0,90.0,Programming,2.0,Software,3.68,3.39,11,False,40000.0
352,2022.0,Male,21.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,Yes,No,Yes,Single,Yes,Bachelor,No,No,Good,2.0,5.0,3.0,4.0,90.0,Programming,3.0,Software,3.83,3.83,11,False,20000.0
353,2020.0,Male,22.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Good,8.0,3.0,1.0,4.0,100.0,Programming,2.0,Machine Learning / Deep Learning,3.64,3.74,87,False,50000.0
354,2021.0,Male,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,3.0,2.0,1.0,1.0,100.0,Programming,1.0,Cyber Security,2.96,3.38,25,False,25000.0
355,2020.0,Male,22.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,Yes,Bachelor,No,No,Poor,6.0,3.0,2.0,1.0,100.0,Programming,2.0,Networking,2.25,3.39,60,False,20000.0
356,2020.0,Male,19.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,Yes,No,Excellent,2.0,5.0,2.0,2.0,100.0,Programming,2.0,Data Science,3.8,3.8,11,False,20000.0
357,2021.0,Female,20.0,2018.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,3.0,1.0,2.0,5.0,90.0,Programming,1.0,Software,3.49,3.5,23,False,30000.0
358,2021.0,Male,21.0,2021.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,3.0,2.5,1.5,2.0,60.0,Programming,1.0,Artificial Intelligence,2.11,3.0,26,True,50000.0
359,2021.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,Yes,Yes,Yes,Single,No,Family,No,No,Good,2.0,2.5,1.5,3.0,99.0,Programming,2.0,Networking,3.42,3.42,11,False,20000.0
360,2020.0,Female,23.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Engaged,Yes,Bachelor,Yes,No,Poor,8.0,5.0,2.0,6.0,99.0,Basic knowledge of,2.0,Networking,3.96,3.93,76,True,12500.0
361,2018.0,Male,23.0,2017.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Bachelor,No,No,Average,12.0,7.0,3.0,2.0,90.0,Web development skill(Frontend),4.0,Software,2.86,3.26,125,False,15000.0
362,2022.0,Male,21.0,2020.0,BCSE,No,No,Offline,Yes,No,Basic,Yes,No,Yes,Single,No,Bachelor,No,No,Poor,2.0,5.0,3.0,4.0,60.0,Programming,1.0,Software,0.5,0.0,2,False,5000.0
363,2022.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,8.0,5.0,2.0,3.0,95.0,Programming,1.0,Software,3.5,3.5,11,False,20000.0
364,2022.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Poor,2.0,1.0,2.0,2.0,95.0,Programming,2.0,Software,2.52,0.0,12,False,50000.0
365,2021.0,Male,21.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Good,3.0,4.5,1.5,2.0,98.0,Programming,3.0,Web Development,3.72,3.71,25,False,60000.0
366,2019.0,Female,22.0,2018.0,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,Yes,In a relationship,Yes,Family,No,No,Average,11.0,5.0,2.0,2.0,95.0,System analysis,1.0,Hardware,2.8,3.35,120,False,68000.0
367,2020.0,Female,21.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Excellent,6.0,3.5,2.0,2.0,99.0,Programming,1.0,Software,3.98,3.99,58,False,40000.0
368,2021.0,Male,20.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,Yes,No,Good,3.0,4.5,2.0,3.0,100.0,Programming,2.0,Data Science,3.68,3.61,24,False,40000.0
